Issued To	Issued By	Expiration Date	Intended Purposes	Friendly Name	Status	Certificate Template
fe80::540f:aac8:d1e2:e0be	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/25/2022	Server Authentication, Client Authentication	<None>	    	
fe80::5449:c3e6:1889:6d75	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/21/2022	Server Authentication, Client Authentication	<None>	    	
fe80::5452:f1cb:9081:7700	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/15/2022	Server Authentication, Client Authentication	<None>	    	
fe80::548b:d35f:9de7:5380	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/31/2022	Server Authentication, Client Authentication	<None>	    	
fe80::548e:339a:fb1a:6c9c	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/27/2023	Server Authentication, Client Authentication	<None>	    	
fe80::548f:a92e:42f6:70f7	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/14/2023	Server Authentication, Client Authentication	<None>	    	
fe80::54c1:9b9b:2663:e45b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/2/2022	Server Authentication, Client Authentication	<None>	    	
fe80::54c6:8e6:c0f0:1314	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/22/2023	Server Authentication, Client Authentication	<None>	    	
fe80::551c:2cce:4b98:fb3d	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/25/2023	Server Authentication, Client Authentication	<None>	    	
fe80::5524:8c1:9d95:57ff	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/21/2023	Server Authentication, Client Authentication	<None>	    	
fe80::553b:8f5a:42e0:d3b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/7/2022	Server Authentication, Client Authentication	<None>	    	
fe80::557:7f0e:89a5:adf7	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/30/2022	Server Authentication, Client Authentication	<None>	    	
fe80::5577:c749:6660:8045	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/13/2022	Server Authentication, Client Authentication	<None>	    	
fe80::5579:ba3d:39b4:79db	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/5/2022	Server Authentication, Client Authentication	<None>	    	
fe80::5582:dc7b:7f1f:5181	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/31/2023	Server Authentication, Client Authentication	<None>	    	
fe80::559f:f9d0:160f:27ad	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/22/2023	Server Authentication, Client Authentication	<None>	    	
fe80::55bf:1b50:cb11:360e	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/28/2023	Server Authentication, Client Authentication	<None>	    	
fe80::581a:5859:b156:27c4	Microsoft Windows Web Management (Test) (DESKTOP-1J06VR1)	7/8/2022	Server Authentication, Client Authentication	<None>	    	
fe80::5937:2221:1393:944a	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/9/2022	Server Authentication, Client Authentication	<None>	    	
fe80::5991:bbba:e2da:8f27	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/25/2022	Server Authentication, Client Authentication	<None>	    	
fe80::5c0f:361c:9d75:97ad	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::5c19:cf3c:9750:4024	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/27/2023	Server Authentication, Client Authentication	<None>	    	
fe80::5c52:a4fe:731b:1f98	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/18/2023	Server Authentication, Client Authentication	<None>	    	
fe80::5c6b:43fe:63a:156c	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/21/2022	Server Authentication, Client Authentication	<None>	    	
fe80::5cd6:75cb:9b8a:990a	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/5/2023	Server Authentication, Client Authentication	<None>	    	
fe80::5d9e:4abd:7967:693b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/15/2022	Server Authentication, Client Authentication	<None>	    	
fe80::5db:de86:24:5b86	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/25/2023	Server Authentication, Client Authentication	<None>	    	
fe80::5dd4:d492:a8f8:f085	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/16/2023	Server Authentication, Client Authentication	<None>	    	
fe80::5dde:a6dd:3d43:f657	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/23/2022	Server Authentication, Client Authentication	<None>	    	
fe80::6083:7a64:3bb7:60f0	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/4/2022	Server Authentication, Client Authentication	<None>	    	
fe80::60e3:b327:df22:9f8e	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/27/2022	Server Authentication, Client Authentication	<None>	    	
fe80::6126:2ef3:d8cd:50c3	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::612e:a78a:f943:124d	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/30/2022	Server Authentication, Client Authentication	<None>	    	
fe80::6474:6dd8:ab5d:8b0a	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/2/2022	Server Authentication, Client Authentication	<None>	    	
fe80::64ac:f77e:b370:7ebc	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/30/2022	Server Authentication, Client Authentication	<None>	    	
fe80::64d4:926:ded5:2873	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/25/2023	Server Authentication, Client Authentication	<None>	    	
fe80::64ef:4830:f024:7b9a	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/1/2022	Server Authentication, Client Authentication	<None>	    	
fe80::6545:9593:df32:6f5b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/1/2022	Server Authentication, Client Authentication	<None>	    	
fe80::6576:4338:7292:7c88	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/5/2022	Server Authentication, Client Authentication	<None>	    	
fe80::6598:79c2:7146:318c	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/11/2023	Server Authentication, Client Authentication	<None>	    	
fe80::659a:b498:fb3f:f5a4	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/31/2022	Server Authentication, Client Authentication	<None>	    	
fe80::65d3:b91c:c3c9:2764	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/27/2022	Server Authentication, Client Authentication	<None>	    	
fe80::6812:8eb8:b60b:505f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/1/2022	Server Authentication, Client Authentication	<None>	    	
fe80::6821:6349:a11c:2ebb	Microsoft Windows Web Management (Test) (KayCoinsUSA)	9/4/2023	Server Authentication, Client Authentication	<None>	    	
fe80::6856:1b8e:98e5:43dc	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::68cd:47d8:fa04:54ff	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/3/2023	Server Authentication, Client Authentication	<None>	    	
fe80::68ff:33d3:5f67:99af	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/27/2022	Server Authentication, Client Authentication	<None>	    	
fe80::6902:1f47:9c17:2c8d	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/10/2023	Server Authentication, Client Authentication	<None>	    	
fe80::6912:ee7d:d293:61f8	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/9/2022	Server Authentication, Client Authentication	<None>	    	
fe80::6c9a:b231:78e3:907b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/6/2023	Server Authentication, Client Authentication	<None>	    	
fe80::6cad:7f2:e397:387c	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/17/2023	Server Authentication, Client Authentication	<None>	    	
fe80::6cff:e772:6ad5:7057	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::6d62:155b:683b:4536	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/26/2022	Server Authentication, Client Authentication	<None>	    	
fe80::6d7b:a870:9b4b:a0ef	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/6/2022	Server Authentication, Client Authentication	<None>	    	
fe80::7069:ea8d:85b5:ef7c	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/3/2022	Server Authentication, Client Authentication	<None>	    	
fe80::7184:941b:7110:e93b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/23/2022	Server Authentication, Client Authentication	<None>	    	
fe80::71fe:df28:d686:9c65	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/17/2022	Server Authentication, Client Authentication	<None>	    	
fe80::742a:c0cc:f2c4:9123	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/21/2022	Server Authentication, Client Authentication	<None>	    	
fe80::742e:df25:ab37:2a91	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/25/2023	Server Authentication, Client Authentication	<None>	    	
fe80::7469:5b7c:6a2c:41af	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/22/2023	Server Authentication, Client Authentication	<None>	    	
fe80::7485:61e7:f513:5c04	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/1/2023	Server Authentication, Client Authentication	<None>	    	
fe80::7515:68e:b70c:4c9d	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/29/2023	Server Authentication, Client Authentication	<None>	    	
fe80::7549:9557:a485:86bb	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/16/2023	Server Authentication, Client Authentication	<None>	    	
fe80::7553:7617:a493:19de	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/25/2023	Server Authentication, Client Authentication	<None>	    	
fe80::7579:4a55:3a13:282d	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/8/2023	Server Authentication, Client Authentication	<None>	    	
fe80::75b0:c0f5:79c6:76b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/20/2023	Server Authentication, Client Authentication	<None>	    	
fe80::780b:a02d:661d:4591	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/25/2022	Server Authentication, Client Authentication	<None>	    	
fe80::7820:dbc1:5e90:9b79	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/27/2023	Server Authentication, Client Authentication	<None>	    	
fe80::789b:5cd2:28da:c272	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/28/2023	Server Authentication, Client Authentication	<None>	    	
fe80::78dd:9164:33c5:d59b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/31/2022	Server Authentication, Client Authentication	<None>	    	
fe80::78e3:9352:4fd9:ba80	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/1/2023	Server Authentication, Client Authentication	<None>	    	
fe80::7923:5e4d:aaf:d795	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/23/2022	Server Authentication, Client Authentication	<None>	    	
fe80::7966:e8d9:ab34:cd4c	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/9/2023	Server Authentication, Client Authentication	<None>	    	
fe80::7986:6649:1d43:3c0d	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/11/2023	Server Authentication, Client Authentication	<None>	    	
fe80::7c38:5eb:2821:c922	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/25/2023	Server Authentication, Client Authentication	<None>	    	
fe80::7cb8:4015:cc6c:7dd5	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/29/2022	Server Authentication, Client Authentication	<None>	    	
fe80::7cba:693a:5132:3c50	Microsoft Windows Web Management (Test) (DESKTOP-1J06VR1)	7/8/2022	Server Authentication, Client Authentication	<None>	    	
fe80::7cfb:e27e:667:92e6	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/27/2022	Server Authentication, Client Authentication	<None>	    	
fe80::7cff:8a32:91ae:2c2b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/8/2023	Server Authentication, Client Authentication	<None>	    	
fe80::7d6a:ea5f:a420:bee4	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/11/2023	Server Authentication, Client Authentication	<None>	    	
fe80::7dc1:bff4:a01b:d821	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/26/2022	Server Authentication, Client Authentication	<None>	    	
fe80::801d:62e9:bdcf:8b7f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/14/2023	Server Authentication, Client Authentication	<None>	    	
fe80::803e:7d33:7d74:5872	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/25/2023	Server Authentication, Client Authentication	<None>	    	
fe80::8055:e984:b5d0:2604	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/7/2023	Server Authentication, Client Authentication	<None>	    	
fe80::8063:3ba1:643:ecf	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/7/2023	Server Authentication, Client Authentication	<None>	    	
fe80::806c:74e:2fb6:5ae8	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/10/2023	Server Authentication, Client Authentication	<None>	    	
fe80::8136:c1ac:1382:4302	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/24/2022	Server Authentication, Client Authentication	<None>	    	
fe80::8142:64dc:5060:7e2	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/9/2022	Server Authentication, Client Authentication	<None>	    	
fe80::81b4:6f90:2b09:cf11	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/26/2022	Server Authentication, Client Authentication	<None>	    	
fe80::81db:812c:d94a:f814	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/24/2022	Server Authentication, Client Authentication	<None>	    	
fe80::8411:b65:fd67:db1f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::8428:698a:abc0:4953	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/16/2022	Server Authentication, Client Authentication	<None>	    	
fe80::8473:23df:eeec:7164	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/16/2022	Server Authentication, Client Authentication	<None>	    	
fe80::84ed:ed25:54b6:8043	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/1/2022	Server Authentication, Client Authentication	<None>	    	
fe80::854c:5673:e3fe:79de	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/4/2023	Server Authentication, Client Authentication	<None>	    	
fe80::857:1f2b:5800:f690	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/16/2022	Server Authentication, Client Authentication	<None>	    	
fe80::858:2e:70bd:f4c	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/1/2023	Server Authentication, Client Authentication	<None>	    	
fe80::8810:20dc:2785:4435	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/28/2022	Server Authentication, Client Authentication	<None>	    	
fe80::8867:9c9b:a648:12b0	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/26/2022	Server Authentication, Client Authentication	<None>	    	
fe80::886b:a871:59c7:36ba	Microsoft Windows Web Management (Test) (DESKTOP-1J06VR1)	7/8/2022	Server Authentication, Client Authentication	<None>	    	
fe80::88b7:4037:4207:8d9a	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/18/2022	Server Authentication, Client Authentication	<None>	    	
fe80::88b9:6819:a78:a217	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/4/2022	Server Authentication, Client Authentication	<None>	    	
fe80::88c3:99ea:3cb5:fb40	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/31/2022	Server Authentication, Client Authentication	<None>	    	
fe80::8c2f:8cd1:e2d3:528c	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/21/2022	Server Authentication, Client Authentication	<None>	    	
fe80::8c82:8d1a:152b:69c6	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/1/2022	Server Authentication, Client Authentication	<None>	    	
fe80::8c93:f41d:1f09:7e44	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/15/2022	Server Authentication, Client Authentication	<None>	    	
fe80::8cb2:7d2d:554e:6786	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/26/2023	Server Authentication, Client Authentication	<None>	    	
fe80::8d16:843b:5f83:df9f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/29/2022	Server Authentication, Client Authentication	<None>	    	
fe80::8d5d:9b1f:85a:9fb2	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/8/2022	Server Authentication, Client Authentication	<None>	    	
fe80::8d79:763b:daaf:9a8e	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/8/2022	Server Authentication, Client Authentication	<None>	    	
fe80::8dea:c572:6fd:6bc8	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/9/2022	Server Authentication, Client Authentication	<None>	    	
fe80::8dee:ade0:83:6cf6	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/22/2022	Server Authentication, Client Authentication	<None>	    	
fe80::903d:b251:8435:e66f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/23/2022	Server Authentication, Client Authentication	<None>	    	
fe80::9048:d2c6:7b02:8de2	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/28/2022	Server Authentication, Client Authentication	<None>	    	
fe80::90de:4606:e63c:33cb	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/21/2022	Server Authentication, Client Authentication	<None>	    	
fe80::9119:911:1cb2:56c3	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/25/2022	Server Authentication, Client Authentication	<None>	    	
fe80::913a:2d07:85c6:cfba	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/2/2022	Server Authentication, Client Authentication	<None>	    	
fe80::917f:ff24:9c7e:db5	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/27/2022	Server Authentication, Client Authentication	<None>	    	
fe80::9189:4e5c:2023:9ac8	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/1/2022	Server Authentication, Client Authentication	<None>	    	
fe80::91df:a7b3:751d:452e	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/23/2023	Server Authentication, Client Authentication	<None>	    	
fe80::91e6:43fa:8bf:7c31	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/10/2023	Server Authentication, Client Authentication	<None>	    	
fe80::929:e4d9:de8c:50f4	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/23/2022	Server Authentication, Client Authentication	<None>	    	
fe80::9465:9a7c:695c:74cf	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/25/2023	Server Authentication, Client Authentication	<None>	    	
fe80::9482:9a6f:cad9:ecdf	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::9492:1f19:332c:a7f6	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/1/2022	Server Authentication, Client Authentication	<None>	    	
fe80::953:9e05:d7a2:ffc4	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/11/2022	Server Authentication, Client Authentication	<None>	    	
fe80::95b5:9e10:197c:62c0	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/27/2022	Server Authentication, Client Authentication	<None>	    	
fe80::95e8:766f:580e:ec5f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/26/2023	Server Authentication, Client Authentication	<None>	    	
fe80::95ed:66a7:8d63:e7e8	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/24/2022	Server Authentication, Client Authentication	<None>	    	
fe80::95f3:9885:1d6c:2f75	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/4/2022	Server Authentication, Client Authentication	<None>	    	
fe80::984c:36cc:e1b1:3739	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/16/2023	Server Authentication, Client Authentication	<None>	    	
fe80::9863:225a:3b16:41be	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/29/2022	Server Authentication, Client Authentication	<None>	    	
fe80::9875:6f72:e16a:6d4f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/22/2023	Server Authentication, Client Authentication	<None>	    	
fe80::98d4:a9c5:178f:f4d8	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::995d:6533:669:e5b9	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/14/2023	Server Authentication, Client Authentication	<None>	    	
fe80::9974:499c:25ce:1dcf	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/6/2023	Server Authentication, Client Authentication	<None>	    	
fe80::998f:2c86:3f4c:bfe6	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/11/2023	Server Authentication, Client Authentication	<None>	    	
fe80::99d9:a094:5e6c:fc66	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/18/2022	Server Authentication, Client Authentication	<None>	    	
fe80::9c1f:47d2:20aa:ef07	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/9/2022	Server Authentication, Client Authentication	<None>	    	
fe80::9cd4:808:45f8:a939	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/12/2023	Server Authentication, Client Authentication	<None>	    	
fe80::9d32:c10a:2ba0:6ff6	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/6/2022	Server Authentication, Client Authentication	<None>	    	
fe80::9d9f:f2c:feac:4e41	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/3/2022	Server Authentication, Client Authentication	<None>	    	
fe80::9db8:dbf7:cab:4bd9	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/24/2022	Server Authentication, Client Authentication	<None>	    	
fe80::a00a:7dcc:f97e:e3dd	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/24/2023	Server Authentication, Client Authentication	<None>	    	
fe80::a069:9055:73cc:9877	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/21/2022	Server Authentication, Client Authentication	<None>	    	
fe80::a081:2f15:67fc:1a05	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/1/2022	Server Authentication, Client Authentication	<None>	    	
fe80::a0d9:fa68:61fd:69f3	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/4/2022	Server Authentication, Client Authentication	<None>	    	
fe80::a0f6:c955:73a6:95c2	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/28/2023	Server Authentication, Client Authentication	<None>	    	
fe80::a10d:e9d:4911:3264	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::a149:d0af:4322:c69f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/4/2022	Server Authentication, Client Authentication	<None>	    	
fe80::a16e:931:b024:72ac	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/16/2022	Server Authentication, Client Authentication	<None>	    	
fe80::a175:1c6c:b246:9494	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/1/2022	Server Authentication, Client Authentication	<None>	    	
fe80::a1aa:3d23:7377:ecab	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/1/2022	Server Authentication, Client Authentication	<None>	    	
fe80::a513:3655:3b8f:1699	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/7/2023	Server Authentication, Client Authentication	<None>	    	
fe80::a53b:9f43:ac24:f713	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/27/2023	Server Authentication, Client Authentication	<None>	    	
fe80::a595:90cd:81b2:66ef	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/24/2023	Server Authentication, Client Authentication	<None>	    	
fe80::a89e:af95:7d4f:9bbf	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/28/2022	Server Authentication, Client Authentication	<None>	    	
fe80::a9a1:947e:14e:c2ea	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/22/2023	Server Authentication, Client Authentication	<None>	    	
fe80::accb:a1b9:d9dc:c91a	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/31/2022	Server Authentication, Client Authentication	<None>	    	
fe80::accd:fe4b:ccec:6364	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/8/2023	Server Authentication, Client Authentication	<None>	    	
fe80::adb8:2275:4619:ea15	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/3/2022	Server Authentication, Client Authentication	<None>	    	
fe80::adf6:63a2:461c:6003	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/15/2022	Server Authentication, Client Authentication	<None>	    	
fe80::b066:ebcf:3045:1fd3	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/12/2022	Server Authentication, Client Authentication	<None>	    	
fe80::b08f:e43a:a012:aa89	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/23/2023	Server Authentication, Client Authentication	<None>	    	
fe80::b0b7:8d4f:befd:9bd3	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/20/2023	Server Authentication, Client Authentication	<None>	    	
fe80::b0d7:c45a:ec59:c12e	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/14/2023	Server Authentication, Client Authentication	<None>	    	
fe80::b0f6:2b00:f235:922f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/30/2023	Server Authentication, Client Authentication	<None>	    	
fe80::b162:2297:691a:2ffd	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/13/2022	Server Authentication, Client Authentication	<None>	    	
fe80::b16c:b8a2:f434:896b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::b437:c168:b09f:a331	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/15/2022	Server Authentication, Client Authentication	<None>	    	
fe80::b474:c0fb:1702:3038	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/7/2022	Server Authentication, Client Authentication	<None>	    	
fe80::b47e:cc1e:add4:7880	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/29/2022	Server Authentication, Client Authentication	<None>	    	
fe80::b4a3:9321:d1d6:1f78	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/8/2023	Server Authentication, Client Authentication	<None>	    	
fe80::b4d9:9b91:692e:701e	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/9/2022	Server Authentication, Client Authentication	<None>	    	
fe80::b5a4:ed87:2db0:370f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/10/2023	Server Authentication, Client Authentication	<None>	    	
fe80::b828:6912:f2b7:470f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/25/2022	Server Authentication, Client Authentication	<None>	    	
fe80::b93e:9e3e:90b3:68cd	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/10/2023	Server Authentication, Client Authentication	<None>	    	
fe80::b96a:63e2:ffd8:6902	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/29/2022	Server Authentication, Client Authentication	<None>	    	
fe80::b9d4:a82:5d67:d755	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/7/2022	Server Authentication, Client Authentication	<None>	    	
fe80::bc10:bbc8:fccc:ab9e	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/27/2023	Server Authentication, Client Authentication	<None>	    	
fe80::bc8c:5695:d900:8e30	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/18/2022	Server Authentication, Client Authentication	<None>	    	
fe80::bca0:f96a:3d81:32d8	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/17/2022	Server Authentication, Client Authentication	<None>	    	
fe80::bcd9:cf88:86dd:31b0	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/9/2022	Server Authentication, Client Authentication	<None>	    	
